OBJECTID,ID,Year,Reported Date,Occurred Date,Day of Week,Offence Category,Bicycle Style,Bicycle Value,Bicycle Make,Bicycle Model,Bicycle Type,Bicycle Frame,Bicycle Colour,Bicycle Speed,Neighbourhood,Sector,Division,Census Tract,x,y
106,415,2022,11/11/2022 5:00:00 AM,11/11/2022 5:00:00 AM,Friday,THEFT<BICYCLE,STOLEN,300,TREK,N/A,HYBRID,MEN'S,BLACK,15,Ledbury - Heron Gate - Ridgemont,Sector 34,East,5050053,368416.706,5032256.584
107,810,2022,11/11/2022 5:00:00 AM,11/10/2022 5:00:00 AM,Thursday,B&E RESIDENCE,STOLEN,1200,TREK,N/A,MOUNTAIN,WOMEN'S,DARK BLACK,15,Ledbury - Heron Gate - Ridgemont,Sector 34,East,5050001.01,370805.7249,5025881.528
108,811,2022,11/11/2022 5:00:00 AM,11/10/2022 5:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,1200,TREK,N/A,HYBRID,WOMEN'S,DARK BLACK,15,Ledbury - Heron Gate - Ridgemont,Sector 34,East,5050001.01,370805.7249,5025881.528
109,1046,2022,11/11/2022 5:00:00 AM,11/10/2022 5:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,1000,CANNONDALE,N/A,HYBRID,MEN'S,GRAY,1,Ledbury - Heron Gate - Ridgemont,Sector 34,East,5050001.01,370805.7249,5025881.528
110,1047,2022,11/11/2022 5:00:00 AM,11/10/2022 5:00:00 AM,Thursday,B&E RESIDENCE,STOLEN,1000,CANNONDALE,N/A,HYBRID,MEN'S,GRAY,1,Ledbury - Heron Gate - Ridgemont,Sector 34,East,5050001.01,370805.7249,5025881.528
111,1147,2022,11/11/2022 5:00:00 AM,11/10/2022 5:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,1200,TREK,N/A,HYBRID,WOMEN'S,GREEN,1,Lindenlea - New Edinburgh,Sector 25,Central,5050001.01,370805.7249,5025881.528
112,1148,2022,11/11/2022 5:00:00 AM,11/10/2022 5:00:00 AM,Thursday,B&E NON-RESIDENC,STOLEN,1200,TREK,N/A,HYBRID,WOMEN'S,GREEN,1,Lindenlea - New Edinburgh,Sector 25,Central,5050001.01,370805.7249,5025881.528
113,1312,2022,11/11/2022 5:00:00 AM,11/10/2022 5:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,0,UNKNOWN,N/A,MOUNTAIN,WOMEN'S,N/A,21,Sandy Hill,Sector 24,Central,5050051,368892.7071,5032363.584
114,1313,2022,11/11/2022 5:00:00 AM,11/10/2022 5:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,0,UNKNOWN,N/A,MOUNTAIN,WOMEN'S,N/A,21,Sandy Hill,Sector 24,Central,5050051,368892.7071,5032363.584
115,1546,2022,11/11/2022 5:00:00 AM,11/7/2022 5:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,1200,SPEC,DIVERGE,HYBRID,MEN'S,RED BLACK,0,Sandy Hill,Sector 24,Central,5050058,368744.477,5033740.188
116,1547,2022,11/11/2022 5:00:00 AM,11/7/2022 5:00:00 AM,Monday,MISCHIEF PROP,STOLEN,1200,SPEC,DIVERGE,HYBRID,MEN'S,RED BLACK,0,Sandy Hill,Sector 24,Central,5050058,368744.477,5033740.188
117,413,2022,11/10/2022 5:00:00 AM,11/10/2022 5:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,800,MOOSE,PORTER,MOUNTAIN,MEN'S,BLACK,0,Chapel Hill North,Sector 31,East,5050054,368157.7041,5032315.585
118,717,2022,11/10/2022 5:00:00 AM,11/9/2022 5:00:00 AM,Wednesday,THEFT<BICYCLE,STOLEN,6200,GIANT,TCR,RACER,MEN'S,BLUE,0,Byward Market,Sector 24,Central,5050124.01,379861.969,5036472.323
119,411,2022,11/9/2022 5:00:00 AM,11/9/2022 5:00:00 AM,Wednesday,B&E RESIDENCE,STOLEN,600,TREK,FX,HYBRID,MEN'S,BLACK,18,Centretown,Sector 23,Central,5050048,367343.703,5031489.578
120,412,2022,11/9/2022 5:00:00 AM,11/9/2022 5:00:00 AM,Wednesday,THEFT<BICYCLE,STOLEN,1500,MOTOBECANE,N/A,RACER,UNISEX,BLACK,21,Centretown,Sector 23,Central,5050059,370520.7071,5034717.604
121,716,2022,11/9/2022 5:00:00 AM,11/9/2022 5:00:00 AM,Wednesday,THEFT<BICYCLE,STOLEN,859,NORC,SCENE 1,OTHER,MEN'S,BLUE,0,Centretown,Sector 23,Central,5050056,367895.7019,5033189.593
122,1044,2022,11/9/2022 5:00:00 AM,11/8/2022 5:00:00 AM,Tuesday,THEFT<BICYCLE,STOLEN,0,GIAN,N/A,MOUNTAIN,MEN'S,GRAY,21,Civic Hospital-Central Park,Sector 21,Central,5050023.02,364751.417,5025811.778
123,1045,2022,11/9/2022 5:00:00 AM,11/8/2022 5:00:00 AM,Tuesday,B&E NON-RESIDENC,STOLEN,0,GIAN,N/A,MOUNTAIN,MEN'S,GRAY,21,Civic Hospital-Central Park,Sector 21,Central,5050023.02,364751.417,5025811.778
124,1063,2022,11/9/2022 5:00:00 AM,10/13/2022 4:00:00 AM,Thursday,B&E RESIDENCE,STOLEN,1350,GIAN,RAPID 2,HYBRID,MEN'S,GRAY BLACK,21,Civic Hospital-Central Park,Sector 21,Central,5050037,367915.706,5031251.575
125,1064,2022,11/9/2022 5:00:00 AM,10/13/2022 4:00:00 AM,Thursday,THEFT<FRM VEHICL,STOLEN,1350,GIAN,RAPID 2,HYBRID,MEN'S,GRAY BLACK,21,Civic Hospital-Central Park,Sector 21,Central,5050037,367915.706,5031251.575
126,1375,2022,11/9/2022 5:00:00 AM,11/8/2022 5:00:00 AM,Tuesday,THEFT<BICYCLE,STOLEN,0,GIANT,N/A,OTHER,WOMEN'S,PINK WHITE,21,Sandy Hill,Sector 24,Central,5050023.02,364751.417,5025811.778
127,1376,2022,11/9/2022 5:00:00 AM,11/8/2022 5:00:00 AM,Tuesday,THEFT<BICYCLE,STOLEN,0,GIANT,N/A,HYBRID,WOMEN'S,PINK WHITE,21,Byward Market,Sector 24,Central,5050023.02,364751.417,5025811.778
128,1407,2022,11/9/2022 5:00:00 AM,11/8/2022 5:00:00 AM,Tuesday,THEFT<FRM VEHICL,STOLEN,500,PEUGEOT,UE-8,HYBRID,MEN'S,PUPLE,12,Beechwood Cemetery,Sector 25,Central,5050050,368227.7049,5032046.582
129,408,2022,11/8/2022 5:00:00 AM,11/7/2022 5:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,500,SPEC,N/A,HYBRID,MEN'S,BLACK,21,Laurentian,Sector 14,West,5050052,369438.7079,5032787.587
130,409,2022,11/8/2022 5:00:00 AM,11/7/2022 5:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,500,SPEC,N/A,TOURING,MEN'S,BLACK,21,Emerald Woods - Sawmill Creek,Sector 35,East,5050052,369438.7079,5032787.587
131,410,2022,11/8/2022 5:00:00 AM,11/7/2022 5:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,500,SPEC,N/A,TOURING,MEN'S,BLACK,21,Sandy Hill,Sector 24,Central,5050052,369438.7079,5032787.587
132,1374,2022,11/8/2022 5:00:00 AM,11/1/2022 4:00:00 AM,Tuesday,B&E NON-RESIDENC,STOLEN,0,SCHWINN,N/A,HYBRID,WOMEN'S,PINK WHITE,21,Sandy Hill,Sector 24,Central,5050123.01,372129.734,5023174.507
133,1621,2022,11/8/2022 5:00:00 AM,11/8/2022 5:00:00 AM,Tuesday,THEFT<FRM VEHICL,STOLEN,50,OTHER,N/A,HYBRID,UNISEX,SILK,0,Sandy Hill,Sector 24,Central,5050032.01,362208.686,5026151.531
134,407,2022,11/7/2022 5:00:00 AM,11/5/2022 4:00:00 AM,Saturday,THEFT<BICYCLE,STOLEN,4400,SPECIALIZED,DIVERGE COMP E5,MOUNTAIN,MEN'S,BLACK,18,Centretown,Sector 23,Central,5050045,363294.8501,5028338.171
135,504,2022,11/7/2022 5:00:00 AM,11/7/2022 5:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,0,GIAN,N/A,RACER,WOMEN'S,BLACK PINK,21,Westboro,Sector 21,Central,5050048,367579.7041,5031450.577
136,1334,2022,11/7/2022 5:00:00 AM,11/7/2022 5:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,1200,GIANT,TALON 1 XL,HYBRID,MEN'S,ORANGE   BLACK,18,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Sector 15,West,5050135.01,361333.6781,5021526.49
137,473,2022,11/6/2022 4:00:00 AM,11/5/2022 4:00:00 AM,Saturday,THEFT<BICYCLE,STOLEN,5000,SPEC,N/A,RACER,MEN'S,BLACK GRAY,0,Westboro,Sector 21,Central,5050045,363519.691,5028482.552
138,36,2022,11/5/2022 4:00:00 AM,11/4/2022 4:00:00 AM,Friday,THEFT<BICYCLE,STOLEN,0,FUJI,N/A,MOUNTAIN,WOMEN'S, N/A,0,Billings Bridge - Alta Vista,Sector 34,East,5050040,367615.7049,5030672.57
139,1211,2022,11/5/2022 4:00:00 AM,11/5/2022 4:00:00 AM,Saturday,B&E NON-RESIDENC,STOLEN,800,FUJI,N/A,OTHER,MEN'S,LIGHT BLUE,10,Centretown,Sector 23,Central,5050004,369059.8102,5027348.983
140,406,2022,11/4/2022 4:00:00 AM,11/3/2022 4:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,1000,CANNONDALE,TRAIL 7,REGULAR,MEN'S,BLACK,24,Stittsville,Sector 13,West,5050151.04,349938.6071,5013585.577
141,404,2022,11/3/2022 4:00:00 AM,8/4/2022 4:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,900,RALEIGH NAKAMUR,RALEIGH,HYBRID,MEN'S,BLACK,24,Cityview - Crestview - Meadowlands,Sector 17,West,5050015,369571.7129,5030899.57
142,405,2022,11/3/2022 4:00:00 AM,8/4/2022 4:00:00 AM,Thursday,RECOV STLN PROP<,STOLEN,900,RALEIGH NAKAMUR,RALEIGH,REGULAR,MEN'S,BLACK,24,Cityview - Crestview - Meadowlands,Sector 17,West,5050015,369571.7129,5030899.57
143,527,2022,11/3/2022 4:00:00 AM,9/15/2022 4:00:00 AM,Thursday,THEFT<$5000,STOLEN,1600,UNKNOWN,N/A,HYBRID,MEN'S,BLACK RED,7,Sandy Hill,Sector 24,Central,5050104,369560.7071,5033493.594
144,528,2022,11/3/2022 4:00:00 AM,9/15/2022 4:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,1600,UNKNOWN,N/A,REGULAR,MEN'S,BLACK RED,7,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Sector 15,West,5050104,369560.7071,5033493.594
145,715,2022,11/3/2022 4:00:00 AM,11/3/2022 4:00:00 AM,Thursday,B&E RESIDENCE,STOLEN,800,OPUS,UNKNOWN,OTHER,MEN'S,BLUE,23,Vanier North,Sector 25,Central,5050050,369178.7989,5031334.746
146,755,2022,11/3/2022 4:00:00 AM,10/31/2022 4:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,2300,SPEC,N/A,OTHER,WOMEN'S,BLUE WHITE,1,Vanier North,Sector 25,Central,5050100,370779.7121,5033090.587
147,756,2022,11/3/2022 4:00:00 AM,10/31/2022 4:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,2300,SPEC,N/A,MOUNTAIN,WOMEN'S,BLUE WHITE,1,Old Ottawa East,Sector 22,Central,5050100,370779.7121,5033090.587
148,808,2022,11/3/2022 4:00:00 AM,11/3/2022 4:00:00 AM,Thursday,B&E RESIDENCE,STOLEN,150,SCHWINN,BREAKER,OTHER,MEN'S,DARK BLACK,1,Old Ottawa East,Sector 22,Central,5050134,364829.74,5023090.539
149,809,2022,11/3/2022 4:00:00 AM,11/3/2022 4:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,150,SCHWINN,BREAKER,MOUNTAIN,MEN'S,DARK BLACK,1,Vanier South,Sector 25,Central,5050134,364829.74,5023090.539
150,1041,2022,11/3/2022 4:00:00 AM,10/27/2022 4:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,2300,TREK,XCALIBUR8,OTHER,MEN'S,GRAY,12,Vanier South,Sector 25,Central,5050135.01,361333.6781,5021526.49
151,1042,2022,11/3/2022 4:00:00 AM,10/31/2022 4:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,2000,TREK,N/A,REGULAR,WOMEN'S,GRAY,1,Vanier South,Sector 25,Central,5050100,370779.7121,5033090.587
152,1043,2022,11/3/2022 4:00:00 AM,10/31/2022 4:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,2000,TREK,N/A,OTHER,WOMEN'S,GRAY,1,Vanier South,Sector 25,Central,5050100,370779.7121,5033090.587
153,1100,2022,11/2/2022 4:00:00 AM,10/20/2022 4:00:00 AM,Thursday,B&E NON-RESIDENC,STOLEN,0,CCM,STATIC,MOUNTAIN,MEN'S,GRAY RED,21,Byward Market,Sector 24,Central,5050015,369571.7129,5030899.57
154,1101,2022,11/2/2022 4:00:00 AM,10/20/2022 4:00:00 AM,Thursday,B&E NON-RESIDENC,STOLEN,0,CCM,STATIC,HYBRID,MEN'S,GRAY RED,21,Old Ottawa East,Sector 22,Central,5050015,369571.7129,5030899.57
155,1164,2022,11/2/2022 4:00:00 AM,10/20/2022 4:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,600,TREK,UNKNOWN,HYBRID,MEN'S,GREEN BALCK,21,Old Ottawa East,Sector 22,Central,5050015,369571.7129,5030899.57
156,1165,2022,11/2/2022 4:00:00 AM,10/20/2022 4:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,600,TREK,UNKNOWN,HYBRID,MEN'S,GREEN BALCK,21,Old Ottawa East,Sector 22,Central,5050015,369571.7129,5030899.57
157,1238,2022,11/2/2022 4:00:00 AM,10/30/2022 4:00:00 AM,Sunday,THEFT<BICYCLE,STOLEN,700,GARNEAU,N/A,MOUNTAIN,WOMEN'S,MAROON,2,Old Ottawa East,Sector 22,Central,5050054,368093.7041,5032419.586
158,1061,2022,11/1/2022 4:00:00 AM,10/25/2022 4:00:00 AM,Tuesday,B&E NON-RESIDENC,STOLEN,600,NORC,N/A,HYBRID,MEN'S,GRAY BLACK,21,Centretown,Sector 23,Central,5050048,367792.7049,5031451.577
159,1062,2022,11/1/2022 4:00:00 AM,10/25/2022 4:00:00 AM,Tuesday,THEFT<BICYCLE,STOLEN,600,NORC,N/A,MOUNTAIN,MEN'S,GRAY BLACK,21,Centretown,Sector 23,Central,5050048,367792.7049,5031451.577
160,1228,2022,11/1/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,B&E NON-RESIDENC,STOLEN,1800,GIANT,CONTEND SL,MOUNTAIN,MEN'S,LIGHT GREEN,1,Manor Park,Sector 25,Central,5050059,370365.706,5034780.605
161,403,2022,10/31/2022 4:00:00 AM,9/29/2022 4:00:00 AM,Thursday,B&E RESIDENCE,STOLEN,619,NORCO,VFR 2,RACER,MEN'S,BLACK,0,Centretown,Sector 23,Central,5050009,373575.7329,5028848.547
162,1174,2022,10/31/2022 4:00:00 AM,9/22/2022 4:00:00 AM,Thursday,B&E NON-RESIDENC,STOLEN,700,DEVINCI,DRIVE XP,HYBRID,MEN'S,GRYYEL,0,Hawthorne Meadows - Sheffield Glen,Sector 33,East,5050037,368010.706,5031104.574
163,1210,2022,10/31/2022 4:00:00 AM,9/29/2022 4:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,549,GIANT LIV,ALIGHT 3,HYBRID,WOMEN'S,LIGHT BLUE,0,Hawthorne Meadows - Sheffield Glen,Sector 33,East,5050009,373575.7329,5028848.547
164,402,2022,10/30/2022 4:00:00 AM,10/30/2022 4:00:00 AM,Sunday,THEFT<BICYCLE,STOLEN,2000,CANNONDALE,CAADX 105,MOUNTAIN,MEN'S,BLACK,11,Glebe - Dows Lake,Sector 22,Central,5050018,368549.7121,5028949.554
165,526,2022,10/30/2022 4:00:00 AM,10/30/2022 4:00:00 AM,Sunday,B&E RESIDENCE,STOLEN,900,SPECIALIZED,ROCKHOPPER,TOURING,MEN'S,BLACK RED,24,East Industrial,Sector 33,East,5050011.01,371845.334,5030815.925
166,1744,2022,10/30/2022 4:00:00 AM,10/30/2022 4:00:00 AM,Sunday,THEFT<BICYCLE,STOLEN,1500,BRODIE,DYNAMO,HYBRID,MEN'S,WHITE,24,Vanier South,Sector 25,Central,5050061,371655.7159,5033019.585
167,1745,2022,10/30/2022 4:00:00 AM,10/30/2022 4:00:00 AM,Sunday,THEFT<BICYCLE,STOLEN,1500,BRODIE,DYNAMO,HYBRID,MEN'S,WHITE,24,Vanier South,Sector 25,Central,5050061,371655.7159,5033019.585
168,401,2022,10/29/2022 4:00:00 AM,10/28/2022 4:00:00 AM,Friday,THEFT<BICYCLE,STOLEN,150,RALEIGH,TORA,TOURING,MEN'S,BLACK,1,Centretown,Sector 23,Central,5050051,368987.7079,5031937.58
169,714,2022,10/29/2022 4:00:00 AM,10/29/2022 4:00:00 AM,Saturday,ROBBERY PERSONAL,STOLEN,500,ARGO,N/A,REGULAR,MEN'S,BLUE,0,Sandy Hill,Sector 24,Central,5050038,367786.706,5030774.571
170,1545,2022,10/29/2022 4:00:00 AM,10/29/2022 4:00:00 AM,Saturday,THEFT<BICYCLE,STOLEN,0,ZZZ,N/A,RACER,UNISEX,RED BLACK,1,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Sector 15,West,5050135.03,363206.689,5021237.488
171,400,2022,10/28/2022 4:00:00 AM,10/25/2022 4:00:00 AM,Tuesday,THEFT<BICYCLE,STOLEN,400,GIANT,N/A,MOUNTAIN,MEN'S,BLACK,0,Hintonburg - Mechanicsville,Sector 21,Central,5050125.05,381043.7449,5036330.578
172,552,2022,10/28/2022 4:00:00 AM,10/28/2022 4:00:00 AM,Friday,THEFT<BICYCLE,STOLEN,0,SCWINNN,N/A,HYBRID,MEN'S,BLACK YELLOW,21,Orléans Village - Chateauneuf,Sector 31,East,5050046,365115.586,5029348.852
173,1743,2022,10/28/2022 4:00:00 AM,10/28/2022 4:00:00 AM,Friday,THEFT<BICYCLE,STOLEN,300,SPECIALIZED,ROCK HOPPER,OTHER,MEN'S,WHITE,14,Old Ottawa East,Sector 22,Central,5050015,369084.5041,5030373.212
174,488,2022,10/27/2022 4:00:00 AM,10/25/2022 4:00:00 AM,Tuesday,B&E NON-RESIDENC,STOLEN,0,UNKNOWN,N/A,HYBRID,MEN'S,BLACK GREEN,0,Centretown,Sector 23,Central,5050141.15,364603.225,5012192.889
175,489,2022,10/27/2022 4:00:00 AM,10/25/2022 4:00:00 AM,Tuesday,THEFT<BICYCLE,STOLEN,0,UNKNOWN,N/A,MOUNTAIN,MEN'S,BLACK GREEN,0,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Sector 15,West,5050141.15,364603.225,5012192.889
176,713,2022,10/27/2022 4:00:00 AM,10/27/2022 4:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,200,HYPER,BEAR MOUNTAIN B,MOUNTAIN,UNISEX,BLUE,0,Old Ottawa East,Sector 22,Central,5050015,369468.7129,5030577.567
177,1040,2022,10/27/2022 4:00:00 AM,10/27/2022 4:00:00 AM,Thursday,THEFT<BICYCLE,STOLEN,1900,TREK,XCALIBER,TOURING,UNISEX,GRAY,12,Stonebridge - Half Moon Bay - Heart's Desire,Sector 16,West,5050135.01,361333.6781,5021526.49
178,1331,2022,10/27/2022 4:00:00 AM,10/27/2022 4:00:00 AM,Thursday,B&E RESIDENCE,STOLEN,2000,MEC,COTE,MOUNTAIN,MEN'S,ORANGE,21,Stonebridge - Half Moon Bay - Heart's Desire,Sector 16,West,5050048,367739.7041,5031829.581
179,399,2022,10/26/2022 4:00:00 AM,10/25/2022 4:00:00 AM,Tuesday,THEFT<BICYCLE,STOLEN,500,GT,AGGRESSOR COMP,MOUNTAIN,MEN'S,BLACK,0,Billings Bridge - Alta Vista,Sector 34,East,5050135.01,361333.6781,5021526.49
180,710,2022,10/26/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,THEFT<$5000,STOLEN,1550,EMMO,BLUE HORNET,OTHER,UNISEX,BLUE,0,Billings Bridge - Alta Vista,Sector 34,East,5050006,370858.7219,5028520.548
181,711,2022,10/26/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,THEFT<FRM VEHICL,STOLEN,1550,EMMO,BLUE HORNET,OTHER,UNISEX,BLUE,0,Billings Bridge - Alta Vista,Sector 34,East,5050006,370858.7219,5028520.548
182,712,2022,10/26/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,1550,EMMO,BLUE HORNET,HYBRID,UNISEX,BLUE,0,Sandy Hill,Sector 24,Central,5050006,370858.7219,5028520.548
183,777,2022,10/26/2022 4:00:00 AM,10/25/2020 4:00:00 AM,Sunday,THEFT<BICYCLE,STOLEN,2000,SCOTT,2008,MOUNTAIN,MEN'S,BROWN,21,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Sector 15,West,5050051,368756.7071,5032188.583
184,389,2022,10/25/2022 4:00:00 AM,10/25/2022 4:00:00 AM,Tuesday,B&E RESIDENCE,STOLEN,600,REGAL,THE STEALTH,HYBRID,MEN'S,BLACK,1,Centretown,Sector 23,Central,5050037,368164.7071,5031198.574
185,390,2022,10/25/2022 4:00:00 AM,10/25/2022 4:00:00 AM,Tuesday,THEFT<FRM VEHICL,STOLEN,1000,MEC,N/A,REGULAR,MEN'S,BLACK,27,Centretown,Sector 23,Central,5050037,368282.194,5030932.623
186,391,2022,10/25/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,0,UNKNOWN,N/A,REGULAR,UNISEX,BLACK,0,Laurentian,Sector 14,West,5050011.03,370255.7159,5030359.564
187,392,2022,10/25/2022 4:00:00 AM,10/25/2022 4:00:00 AM,Tuesday,B&E RESIDENCE,STOLEN,700,SPECIALIZED,HARDROCK,REGULAR,MEN'S,BLACK,1,Laurentian,Sector 14,West,5050051,369199.7101,5031589.576
188,393,2022,10/25/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,B&E RESIDENCE,STOLEN,500,LOUG,URVANA,REGULAR,WOMEN'S,BLACK,1,East Industrial,Sector 33,East,5050103,370693.709,5034218.598
189,394,2022,10/25/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,B&E NON-RESIDENC,STOLEN,500,LOUG,URVANA,MOUNTAIN,WOMEN'S,BLACK,1,East Industrial,Sector 33,East,5050103,370693.709,5034218.598
190,395,2022,10/25/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,500,LOUG,URVANA,MOUNTAIN,WOMEN'S,BLACK,1,Qualicum - Redwood Park,Sector 15,West,5050103,370693.709,5034218.598
191,396,2022,10/25/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,B&E RESIDENCE,STOLEN,500,LOUG,URVANA,MOUNTAIN,WOMEN'S,BLACK,1,Sandy Hill,Sector 24,Central,5050103,370693.709,5034218.598
192,397,2022,10/25/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,400,DEVINCI,ST-TROPEZ,HYBRID,WOMEN'S,BLACK,24,Vanier North,Sector 25,Central,5050017,368673.7121,5028729.552
193,398,2022,10/25/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,B&E RESIDENCE,STOLEN,0,BROOKLYN,N/A,OTHER,MEN'S,BLACK,9,Vanier North,Sector 25,Central,5050015,369000.7121,5029956.562
194,503,2022,10/25/2022 4:00:00 AM,10/23/2022 4:00:00 AM,Sunday,THEFT<$5000,STOLEN,845,SPEC,PITCH EXPERT,REGULAR,WOMEN'S,BLACK PINK,8,Vanier North,Sector 25,Central,5050032.02,362835.689,5026835.537
195,709,2022,10/25/2022 4:00:00 AM,10/22/2022 4:00:00 AM,Saturday,THEFT<$5000,STOLEN,300,CARREA,IMPULSE,REGULAR,WOMEN'S,BLUE,21,Vanier North,Sector 25,Central,5050027,360439.674,5022883.809
196,738,2022,10/25/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,B&E RESIDENCE,STOLEN,0,UNKNOWN,N/A,MOUNTAIN,UNISEX,BLUE GRAY,0,Vanier North,Sector 25,Central,5050011.03,370255.7159,5030359.564
197,1403,2022,10/25/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,609,RALE,ALYSA 2,HYBRID,WOMEN'S,PUPLE,1,Vanier North,Sector 25,Central,5050103,370693.709,5034218.598
198,1404,2022,10/25/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,THEFT<FRM VEHICL,STOLEN,609,RALE,ALYSA 2,REGULAR,WOMEN'S,PUPLE,1,Vanier North,Sector 25,Central,5050103,370693.709,5034218.598
199,1405,2022,10/25/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,B&E RESIDENCE,STOLEN,609,RALE,ALYSA 2,HYBRID,WOMEN'S,PUPLE,1,Vanier North,Sector 25,Central,5050103,370693.709,5034218.598
200,1406,2022,10/25/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,609,RALE,ALYSA 2,REGULAR,WOMEN'S,PUPLE,1,Old Ottawa South,Sector 22,Central,5050103,370693.709,5034218.598
201,1742,2022,10/25/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,0,LOUG,N/A,MOUNTAIN,WOMEN'S,WHITE,18,Old Ottawa East,Sector 22,Central,5050015,369000.7121,5029956.562
202,1774,2022,10/25/2022 4:00:00 AM,10/23/2022 4:00:00 AM,Sunday,THEFT<BICYCLE,STOLEN,2300,UNKNOWN,N/A,HYBRID,MEN'S,WHITE  BLUE,0,Old Ottawa East,Sector 22,Central,5050032.02,362835.689,5026835.537
203,387,2022,10/24/2022 4:00:00 AM,10/12/2022 4:00:00 AM,Wednesday,THEFT<BICYCLE,STOLEN,1000,NORCO,STORM,MOUNTAIN,MEN'S,BLACK,21,Centretown,Sector 23,Central,5050045,364650.5589,5029798.69
204,388,2022,10/24/2022 4:00:00 AM,10/24/2022 4:00:00 AM,Monday,THEFT<BICYCLE,STOLEN,500,FUJI,N/A,REGULAR,MEN'S,BLACK,21,Island Park - Wellington Village,Sector 21,Central,5050054,367869.2159,5032130.693
205,708,2022,10/24/2022 4:00:00 AM,10/23/2022 4:00:00 AM,Sunday,THEFT<BICYCLE,STOLEN,74,SUPE,N/A,MOUNTAIN,WOMEN'S,BLUE,1,Byward Market,Sector 24,Central,5050037,368164.7071,5031198.574
206,34,2022,10/23/2022 4:00:00 AM,10/22/2022 4:00:00 AM,Saturday,THEFT<BICYCLE,STOLEN,1500,CUBE,SL,MOUNTAIN,MEN'S, N/A,1,Sandy Hill,Sector 24,Central,5050017,368224.7151,5028044.497
207,35,2022,10/23/2022 4:00:00 AM,10/22/2022 4:00:00 AM,Saturday,THEFT<BICYCLE,STOLEN,1500,CUBE,SL,HYBRID,MEN'S, N/A,1,Old Ottawa South,Sector 22,Central,5050017,368224.7151,5028044.497
208,385,2022,10/23/2022 4:00:00 AM,10/23/2022 4:00:00 AM,Sunday,B&E RESIDENCE,STOLEN,980,TREK,DS 2 2017,REGULAR,MEN'S,BLACK,1,Old Ottawa South,Sector 22,Central,5050051,368956.7079,5032167.582
209,386,2022,10/23/2022 4:00:00 AM,10/19/2022 4:00:00 AM,Wednesday,THEFT<BICYCLE,STOLEN,550,NORTHROCK,XCF FAT BIKE,REGULAR,UNISEX,BLACK,1,Findlay Creek,Sector 35,East,5050126.03,375681.7249,5020158.427
